BookName,ChapterName,CharacterName,Percentile
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.2040281521413597
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.26329331046312177
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.3184336627732854
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.3240959119496855
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.3474842767295597
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.3551362683438155
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.3710691823899371
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.38836477987421386
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.44654088050314467
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4481132075471698
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4722222222222222
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4745009570686355
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4775381850853549
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.48050314465408805
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4837526205450734
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.49077568134171906
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.4977288609364081
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5048043326345214
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5487421383647799
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5538522012578616
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5618823000898473
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5626684636118598
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5650269541778976
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5880503144654088
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.597877358490566
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.5990566037735849
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.7828044596912521
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.7837526205450734
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.8700864779874213
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.8794549266247379
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9693770589997005
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9742138364779874
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9764150943396226
"Immortals of Meluha","CHAPTER 1: He has come","nandi",0.9807219031993437
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1037414965986394
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1066491112574062
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1201814058956916
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1428571428571428
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1469800041228613
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1516754850088184
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1609977324263039
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1877551020408164
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.1984126984126984
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.219954648526077
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.2422180993609566
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.2506424792139077
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.2677798392084108
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.27437641723356
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.2817670277987738
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.2970521541950113
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.316429602143888
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.3441376550620248
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.3495842781557066
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.3537414965986394
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.36281179138322
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","bhadra",1.3877551020408163
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.001717858860716
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.0120937263794407
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.0188620902906618
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.0379818594104309
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.1511715797430084
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.153344671201814
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.3240110859158478
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.4371296905859117
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.4621727478870334
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","neelkanth",1.4845049130763417
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0133894827772378
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0144775859061574
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0163589245221898
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0216450216450217
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0226757369614512
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.038548752834467
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.0921818002563344
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1043083900226758
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.10752688172043
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.112953514739229
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1160997732426303
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1383219954648527
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1459492888064315
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1861678004535148
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.1967120181405897
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2284580498866213
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2403628117913832
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.253968253968254
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2607709750566893
